"variable","percent.contribution","permutation.importance"
"bio12",19.1856,62.1907
"bio14",46.3984,4.5276
"bio15",0.8541,0
"bio2",0.3862,0.8663
"bio8",1.4113,5.1985
"bio9",4.6541,7.4326
"elevation",2.1441,5.6951
"nitrogen",14.14,11.5091
"ruggedness",10.7697,1.68
"sand",0.0564,0.9001
